Record ID,Category,Prompt Preview,检查是否完成,是否存在Viewer失败项,是否待仿真,标注版本,零件拆分与活动属性是否合理,零件数量和种类是否符合描述,必要结构是否完整,几何形状、尺寸和比例是否合理,零件位置、朝向与装配关系是否合理,初始状态是否不存在非预期穿插、悬浮或脱离,父子关系与连接对象是否正确,活动零件是否具有对应的运动学关节,运动学关节类型是否正确,运动学关节的位置与轴向是否正确,运动学关节的运动范围是否合理,活动零件是否具有可信的实体连接或支撑结构,运动过程中是否不存在非预期穿模或几何干涉,多部件机构的连接与运动关系是否合理,Notes,Annotator,Legacy Failure Types,Legacy Source,Legacy Conversion Notes,Created At,Updated At
rec_flatbed_scanner_with_hinged_lid_a21fb29a07954fc2825fec7e0ced15e3,Flatbed scanner with hinged lid,A large-format A3 flatbed scanner with a wide rectangular body and a hinged lid with a document feed roller housing that opens from the rear on revolute hinges.,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_flatbed_scanner_with_hinged_lid_e86ff6905f8b4c4fa69fd713789c3e36,Flatbed scanner with hinged lid,"A book-scanning flatbed with a rectangular body, a wide hinged lid on two barrel revolute hinges at the rear edge, and each hinge incorporating a secondary r...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_flatbed_scanner_with_hinged_lid_edc59f0132af459d93d64aa4c7327fdf,Flatbed scanner with hinged lid,An A3 wide-format flatbed scanner with a wide rectangular body and a lid hinged at the lid's rear edge. The lid opens on two revolute hinge knuckles at the r...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_flip_phone_5ef18ee295a84d05a5a212212d095722,Flip phone,A wide-format flip communicator with a wide square lower body carrying a full QWERTY keypad and a wide square upper lid carrying a large display. The upper l...,否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floodlight_mast_with_tilt_head_0003,Floodlight mast with tilt head,"A rooftop building-mount floodlight with a short pedestal base plate, a vertical swivel column rotating in azimuth on a bearing collar, a horizontal arm tube...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floodlight_mast_with_tilt_head_2f1dc8789ce942328407d42190d493ea,Floodlight mast with tilt head,"A highway median flood mast with a round steel pole on a concrete base flange, a side horizontal crossarm at the pole top, and two rectangular LED flood head...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floodlight_mast_with_tilt_head_48c88642c0c344e0b667967ec55a0d69,Floodlight mast with tilt head,"A portable two-leg work light tower with two adjustable legs, a telescoping mast, and a twin-head floodlight bar. Each leg splays on a revolute hinge at the...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floodlight_mast_with_tilt_head_b821b271122c41579983595e77ec9dfb,Floodlight mast with tilt head,A roadway single-arm floodlight on a round tapered pole fixed to a square concrete base. A single outreach arm at the pole top is fixed. One floodlight housi...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floodlight_mast_with_tilt_head_f1d06915211448188e0425a74c04d4bd,Floodlight mast with tilt head,A security perimeter floodlight on a wall bracket arm. The arm is fixed to a wall mount plate. A pan-tilt flood head at the arm tip rotates on a continuous a...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_00fc7db38ff94436a59c6caf21ea84c0,Floor lamp,"A five-branch tree floor lamp with a round base, a central post, and five independent arm branches ending in globe shades. Each branch arm revolves on a revo...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_1f4f1db42fe3456c8e3b1dfb58880f09,Floor lamp,"A bedside arc reading lamp with a weighted square base, a long boom arm, and a small adjustable shade at the end. The boom arm pivots on a revolute hinge at...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_4049b7f240b24d3da443d368825aa5b1,Floor lamp,"A swing-arm floor lamp with a round weighted base, a vertical post, and a two-link swing arm. The first link attaches to the post top on a revolute joint. Th...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_55718f20f72b4f4498441a39149b37d3,Floor lamp,"A realistic, highly detailed floor lamp with a weighted base, a tall upright stem, an articulated or adjustable lamp head, and a believable residential light...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_774adabf1e7b4f2f8389a9f277aac464,Floor lamp,"A swing-arm floor lamp with a rectangular weighted base, a fixed vertical column, and a horizontal boom arm on a revolute hinge at the column top that swings...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_83d691f2b96741a28d56d3ee044720cc,Floor lamp,"A tree floor lamp with a weighted base, a vertical post, and four hinged branch arms with small cone shades. The four branch arms rotate independently on hin...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_lamp_a3a23fb4466b47bd912c6a270ea905e4,Floor lamp,"A gooseneck floor lamp with a heavy round base, a vertical column, and an arching arm with a dome shade that tilts on a revolute joint at the tip.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_standing_drafting_table_41f846e630f747e6958d3cc056c7e149,Floor Standing Drafting Table,"A floor-standing drafting table with a twin-post base, a central board support, and a broad drawing surface, plus a shallow accessory drawer under the board....",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_standing_drafting_table_894780d97a9847239d556523c6acfee9,Floor Standing Drafting Table,"A compact drafting stand with a pedestal base, a telescoping center post, and a medium rectangular board with a lower lip, plus a clamp knob at the tilt head...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_floor_standing_drafting_table_efae69be01cd427baff22f78d16a3ec7,Floor Standing Drafting Table,"A teaching-room drafting table with a wide floor base, a center column, and a tilting board with a bottom tool tray, plus a shallow accessory drawer under th...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_folding_kick_scooter_38788580f25941099b161dff2d4bdaed,Folding kick scooter,"A wide-deck electric scooter with a flat board deck, front and rear wheels on revolute axles, a display stem that folds at the base on a revolute hinge, and...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_folding_kick_scooter_450fb93700c64b96970df6952d1eeedb,Folding kick scooter,"A stunt scooter with a clamp-hinge fold at the neck on a revolute joint, a wide deck, and front and rear wheels on fork and axle revolute joints.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_folding_kick_scooter_7fb5ad6ac7e442a1817a5130f15c03e2,Folding kick scooter,"A children's kick scooter with an oval platform deck, a handlebar stem on a telescoping inner column on a prismatic joint, a fold hinge at the stem base on a...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_food_processor_with_feed_pusher_1eff34465b8640bf8502a2238846c1ee,Food processor with feed pusher,"A rounded food processor with a low motor base, a medium clear bowl, two side latch arms, and a rear-hinged lid with a feed pusher at the center. The lid rot...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_food_processor_with_feed_pusher_3dd8988e978d449b8c71864ae8d562d3,Food processor with feed pusher,"A prep food processor with a shallow wide bowl, a broad feed opening, two nested pushers, and a compact front interface with two rocker switches beside a sel...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_food_processor_with_feed_pusher_3ee2c26bbfdc4b6796d9c2a7bde60647,Food processor with feed pusher,"A boxy food processor with a straight-sided base, a locking bowl, a tall feed pusher, and a front keypad with five rectangular buttons beside one selector di...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_fourjoint_revolute_chain_2e758c4466f14842a80d2bc04225d7a7,Four-joint revolute chain,"A long serial linkage with five slim box links, a fixed root foot, and a small square pad at the far end. The links should alternate slightly in length so th...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_fourjoint_revolute_chain_3694cd7dfa63427f943f702f663653c1,Four-joint revolute chain,"A side-plate four-joint revolute chain. A fixed cheek supports a sequence of flat-sided links with compact pin bosses, ending in a compact end tab. The links...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_fourjoint_revolute_chain_b1e491d7ebdd40db81f51fb97afd176f,Four-joint revolute chain,"A four-joint revolute chain. Five rigid links are connected in series by evenly spaced hinge blocks, with the root link mounted to a fixed base foot. All fou...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_fourjoint_revolute_chain_f2b10d7a1f8545b88b11894bd4a5fbdf,Four-joint revolute chain,"A compact four-joint revolute chain. A grounded root bracket carries 5 rigid links in series, using hinge blocks between each link and ending in a compact en...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_frontload_dryer_0003,Front-load dryer,"A heat-pump dryer with a full-size cabinet, a front circular door on two exposed hinge knuckles, a side-accessible lint filter panel door on the right face f...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_frontload_dryer_9e209217398f46bb8301d76a213c1a78,Front-load dryer,"A commercial laundry dryer with a stainless-steel body, a large drum on a revolute axle, and a full-circle porthole door on heavy-duty revolute hinges on the...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_frontload_washing_machine_58c745f730014f96ac492e4515de7d03,Front-load washing machine,"A residential front-load washer with a white rectangular cabinet, a drum on a central revolute axle, and a porthole door with a rubber gasket hinged on the l...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics; unreasonable_prompt,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。；unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_frontload_washing_machine_ad8f2d6d97204ef8a736aa342b1dc171,Front-load washing machine,"A combined washer-dryer unit with a wide rectangular body, a front porthole door, and a pull-out soap dispenser drawer. The porthole door opens on revolute h...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics; unreasonable_prompt,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。；unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_garden_gate_334f1c74e52643859ad261573b419ec6,Garden gate,"A picket garden gate with a lower surface bolt for holding it open. The rectangular leaf hangs from one side post on two hinges, closes against a latch post...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_garden_gate_3c2e0130885b4687a0fcc0235864ee22,Garden gate,A privacy garden gate with a solid lower panel and an open lattice upper panel. The framed leaf hangs from one side post on two hinges and closes against the...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_garden_gate_606996e780e34c76b33094826ebd880a,Garden gate,A farm-style pedestrian gate with welded wire mesh inside a steel tube frame. The single leaf hangs from one post on sleeve hinges and closes at a latch post...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_garden_gate_82a7be22aa6a4c229e12af01bd8dfde5,Garden gate,"A double-leaf picket garden gate for a courtyard opening. Two narrow framed leaves meet at the center, each hinged to an outer post, with one leaf carrying a...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_gear_assemblies_0ab342c2068446c49edc6b63a1fec3e1,Gear Assemblies,"A right-angle transfer gearbox with a vertical input shaft carrying a bevel gear, a horizontal layshaft, and a second horizontal output shaft carrying a spur...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_gear_assemblies_15bdff5e427f4a5d9921e3547d2f3f2e,Gear Assemblies,"A right-angle gear assembly. A base bracket carries a vertical input shaft with a bevel gear and a horizontal output shaft with a mating bevel gear, plus a s...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_gear_assemblies_37adb8ec4aa541c7a5ab820de1d0fd65,Gear Assemblies,A stacked reduction gear bench assembly. A grounded side frame supports four parallel shafts carrying large and small spur gears in a stepped reduction layou...,否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_gear_assemblies_d7ca69ea418840b3847207b8b97c711d,Gear Assemblies,An open reduction gearbox with parallel shafts. A grounded housing base exposes several parallel shafts with one obvious gear on each stage and no enclosing...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_glasses_c96011a697d248149072f0aeee8c0b83,Glasses,A pair of aviator glasses with teardrop rims and a double bridge. The thin metal front carries two adjustable nose-pad arms and two slender temple arms attac...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_glasses_d7a1d006da6542a8bbd4d8252606a066,Glasses,"A pair of half-rim reading glasses with slim wire temples. The upper brow bar carries two lower lens supports, adjustable nose-pad arms near the bridge, and...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_glasses_f16b5b10c15c4b5e916823c02194c031,Glasses,"A pair of flip-up driving glasses with a main frame, two temple arms, and a tinted secondary lens frame mounted ahead of the primary rims. The tinted front i...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_globe_3dfdcdb0007d48f59136d9212f155f76,Globe,"An antique desk globe with a tilted meridian and a four-foot pedestal base. The sphere is carried between polar pivots inside the meridian, and the meridian...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_globe_dd09f51da481436e8a10f6b573d84744,Globe,"A wall-mounted globe with a projecting support arm and a partial meridian ring. The sphere sits between polar pivots inside the ring, and the ring is carried...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_globe_e4280c31c61d4872a54824276a852921,Globe,"An executive floor globe with a large sphere above a tripod stand and a circular map shelf. The sphere sits in a partial meridian on polar pivots, and the su...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_glove_compartment_door_45543328d06d43e29b8030ff3d1070ed,Glove compartment door,"A utility vehicle glove compartment with a left-hinged narrow door and a keyed cam latch. The fixed dash bin sits behind a rectangular opening, and the door...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_glove_compartment_door_b0ca9e45cef4411bb07b4f54337bc961,Glove compartment door,"A utility-vehicle glove compartment with a narrow side-hinged door. The storage bin is fixed inside the dashboard, and the door is attached to one side wall...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_graphics_card_with_cooling_fans_0003,Graphics card with cooling fans,"A dual-slot desktop graphics card. A long rectangular PCB carries a shrouded heatsink and two axial cooling fans on the front face, with a bracket plate at o...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_graphics_card_with_cooling_fans_9d1b234ba6b24c50852792133b616225,Graphics card with cooling fans,"A heavy triple-fan graphics card with a side anti-sag prop leg. The long shrouded body spans over the PCB and heatsink, and a hinged support leg folds out fr...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_grill_with_hinged_lid_c23696fa9e3d484091a8552a7b47528a,Grill with hinged lid,"A cart-style gas grill with two separate hinged lids over left and right cooking zones. The lower cookbox is fixed to a wheeled cart, each lid has its own ha...",否,,,old,满足,满足,满足,,,,满足,满足,,,满足,不满足,,,,wanglin,bearing designed error,旧版350转换（有失败记录）,bearing designed error → 实体连接/支撑不满足；装配关系和关节轴向待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
